Iteration	Equisetales_sigma2	Psilotales_sigma2	Ophioglossales_sigma2	Marattiales_sigma2	Osmundales_sigma2	Gleicheniales_sigma2	Hymenophyllales_sigma2	Schizaeales_sigma2	Salviniales_sigma2	Cyatheales_sigma2	Polypodiales_sigma2	Node_0_sigma2	Node_1_sigma2	Node_2_sigma2	Node_3_sigma2	Node_4_sigma2	Node_5_sigma2	Node_6_sigma2	Node_7_sigma2	Node_8_sigma2	Node_9_sigma2	Node_0_trait	Node_1_trait	Node_2_trait	Node_3_trait	Node_4_trait	Node_5_trait	Node_6_trait	Node_7_trait	Node_8_trait	Node_9_trait	ll
161	12433.398	7672.036	28123.209	13609.265	11842.882	17785.496	11255.663	14035.565	10579.647	9812.104	12447.232	14555.037	19665.244	22287.723	10842.143	21578.363	8799.431	13008.523	14666.508	13422.162	15426.833	411.18085	401.5492	484.35056	389.46478	373.61133	351.42688	353.33133	306.50623	249.35085	231.89403	-76.20287
162	12650.533	8265.228	24444.379	12928.578	11865.74	10618.179	12602.943	13740.538	11048.269	13698.904	12547.011	13346.636	16924.975	17903.547	6634.0615	19857.49	11537.482	12008.553	16072.484	12274.607	15313.468	414.47534	400.3859	466.09174	391.3326	370.22125	337.388	329.90546	295.22897	249.0856	235.31555	-76.43254
163	16011.778	22808.406	7148.1304	14269.107	17322.555	11907.025	13698.865	9055.286	17080.867	14173.357	15054.044	11434.255	6886.501	10750.701	24052.164	9917.148	15485.026	15132.029	14267.148	17314.363	13447.005	228.04898	238.8828	268.40894	254.2619	267.47284	261.15225	266.2486	249.35103	214.4649	207.67287	-74.94249
164	10866.842	13633.4	11419.608	18040.955	23251.297	18165.502	17626.215	10091.618	18054.674	21295.242	12354.031	21466.316	9602.144	10236.021	10833.264	13159.467	15288.078	13696.161	20035.826	18218.73	22057.281	107.92521	148.54544	230.20593	165.88582	198.00192	211.12213	222.81958	212.84827	192.4194	189.78821	-77.11555
165	12278.471	14567.021	19124.373	14235.779	14270.482	6997.677	17097.229	14264.876	10505.719	20755.232	14145.742	16544.879	8732.585	14258.946	24972.59	14587.86	11422.026	12187.404	6914.5093	9589.808	15039.752	259.22266	268.3925	331.376	266.124	269.71442	249.44196	241.63864	239.9715	215.84018	210.33789	-75.78117
166	15283.66	13257.277	11582.197	13410.9795	20550.729	23139.984	11529.123	12782.38	18114.398	10257.774	13100.614	10945.305	19948.408	14429.2	7088.142	13984.22	17148.75	13858.7705	20988.598	20127.771	9952.858	365.37213	359.30322	385.30463	355.1139	354.11838	333.79645	341.61542	292.57874	234.30475	224.66655	-75.086464
167	11091.701	13549.758	14406.664	13258.858	12792.038	12379.388	19876.893	13031.706	10802.458	18017.848	13682.896	17830.824	9562.656	13778.159	15161.093	14630.814	9206.97	14379.9795	8100.0244	9818.431	14062.147	230.6686	248.25461	316.17392	254.36604	268.82632	256.7372	255.93033	244.95084	218.96353	212.65347	-75.67124
168	11201.457	21983.95	18426.316	15324.6875	18366.438	11320.609	17112.334	20313.592	12464.528	11827.689	19215.6	8854.003	9320.875	22334.043	16461.025	14365.326	10541.1455	14418.525	16330.261	11049.018	16426.21	229.32436	240.27971	307.03452	245.0534	255.4367	245.62314	247.52051	225.8139	201.5381	194.18411	-75.242256
169	16740.271	10660.541	10178.482	10906.044	12182.676	14068.707	12579.096	10558.944	12570.114	13428.359	7396.449	19967.975	10140.037	7114.6084	11020.562	14343.055	17497.521	15563.879	10516.224	17589.91	14048.287	338.94162	342.5286	367.44885	337.7436	341.5333	311.67123	313.54788	289.62866	234.1435	222.89297	-75.29341
170	12604.313	11159.287	10570.318	10614.767	14540.441	8899.132	18089.402	17962.602	18961.328	14358.19	16563.809	8417.946	15801.589	19138.203	20264.193	20628.428	11983.956	13388.692	15105.283	12280.052	22033.82	411.27786	388.6588	412.01013	361.77185	342.05984	311.6819	297.62	284.30426	251.32956	233.6192	-76.41401
171	13245.26	20720.898	14879.042	18785.531	18352.867	10159.193	14105.221	9817.859	11743.841	14368.259	10720.182	21672.117	12555.365	8743.159	16254.483	8571.509	16092.009	13591.884	10366.443	16309.934	8425.986	222.83101	243.8537	277.36188	251.95439	260.72763	250.59154	253.49446	240.71744	204.40176	201.08707	-75.05218
172	6757.0083	7193.875	13271.876	12229.295	13502.365	11203.893	16131.943	10848.348	18312.498	12716.759	17842.254	8037.1885	13809.797	21928.312	21938.166	21466.727	19358.775	15480.168	14045.527	11674.607	18276.244	399.09048	391.69083	456.53833	369.8058	358.11172	315.63007	307.0539	288.31317	253.81651	236.94447	-76.25703
173	22625.084	21447.121	19273.08	12576.325	11879.895	11597.947	11298.197	14209.98	9323.293	15065.678	16195.392	17141.54	13708.014	12853.953	8709.488	11889.426	11467.573	11867.676	10070.42	18620.42	18648.533	359.2596	352.58997	372.01416	346.7491	344.57	319.79538	318.6688	295.713	231.80069	220.23392	-75.85632
174	12578.389	14864.193	14587.513	13332.375	12379.6	13773.351	14485.066	16083.064	10407.612	12689.549	9692.99	21048.008	15378.696	21398.742	16419.96	12326.175	10823.113	12547.227	24457.879	17681.773	16544.152	369.25833	362.6403	396.4188	352.1049	350.1291	328.17502	324.83414	277.84335	223.1231	212.59845	-75.46998
175	9421.937	15656.565	11037.475	10998.303	14890.711	12798.591	8581.995	11766.016	16063.352	9627.91	17600.75	11707.275	12206.039	17825.162	11271.109	13859.101	14630.173	13067.609	17046.14	16476.4	10456.211	357.06128	352.13995	374.07132	345.9257	347.6237	326.30777	331.99283	289.81482	237.34671	226.58395	-75.38585
176	20602.75	16179.429	17506.984	11860.898	13818.57	8889.665	23546.34	16175.418	7949.426	17539.924	9591.811	17739.791	16553.055	12944.6045	10276.163	14203.83	6737.2417	15267.549	15778.232	16270.226	18902.09	307.3267	306.72638	347.9759	299.8847	294.39957	278.7981	264.9488	251.7994	205.95682	200.49701	-75.48971
177	8425.167	14068.76	11831.085	16054.79	20915.404	22807.166	7566.3574	12164.32	18691.408	11607.8955	21667.24	13146.859	13196.642	15924.216	14011.439	17646.312	19532.484	14084.508	12778.261	12448.978	9014.118	286.79266	301.46588	349.22433	304.8282	320.35413	312.95352	334.0865	287.08197	249.1765	240.04788	-75.34352
178	12855.842	16459.47	13085.568	17777.678	15155.6	10562.751	15191.95	10906.554	10716.001	14115.111	13084.957	16699.658	13278.573	21105.133	17632.822	13568.43	14365.807	15671.265	20182.361	10298.001	23552.832	337.55594	334.84702	370.38525	326.17902	323.01172	296.10114	290.4615	260.1799	228.80931	214.72937	-75.32687
179	11637.169	14755.553	13008.337	20163.277	12998.144	9170.865	16207.644	9786.534	7596.7974	13243.251	16624.64	15129.144	11636.048	20823.752	15613.503	9845.867	17678.266	20296.666	12867.997	18125.459	13188.753	345.5888	342.8207	380.6965	334.32312	330.85437	291.62408	279.81128	266.61212	207.53787	201.37877	-75.56254
180	18214.977	19373.477	26470.354	12548.77	16929.059	13734.59	12148.554	12518.123	17347.65	10295.703	8773.412	20810.035	11024.271	11307.165	12179.318	20447.84	10157.12	10047.186	15651.863	13245.058	14500.823	271.51016	282.96857	323.14407	283.8718	297.1715	287.31235	291.63885	262.65717	227.38284	215.29715	-75.14236
181	12787.037	15186.46	6168.9297	18267.828	16015.382	11078.635	11714.289	15527.009	10542.271	19155.33	19191.846	9631.014	16930.3	18138.998	11554.76	8815.129	10644.032	14959.973	12769.002	16604.977	13503.575	347.6422	337.1002	343.4265	330.85245	328.1407	308.63214	307.42712	282.7268	232.48137	225.22185	-75.751595
182	19213.254	18407.768	6082.552	14652.709	16298.319	13507.233	12164.982	9609.481	16701.076	11685.122	15443.658	11216.497	13673.596	21627.438	18636.143	15116.164	16678.809	18965.63	18176.332	12659.935	16101.143	386.33002	369.86377	348.74078	356.53998	351.539	322.65692	322.5391	286.4724	247.4919	232.20648	-75.56434
183	22690.578	13857.846	5606.417	13653.125	15524.299	17262.74	18317.512	14942.363	12401.023	19457.596	18761.773	12799.47	18237.348	12601.586	11849.457	13925.596	11933.194	10095.142	9095.888	27111.574	12417.496	417.0788	385.32025	369.1202	372.76874	362.56555	337.11212	333.98618	317.71448	239.40886	232.01071	-76.080734
184	8489.684	16684.95	21212.887	11942.975	14577.583	15314.008	7553.0054	12160.087	20025.664	9490.04	9014.273	12412.914	11384.334	13630.254	17868.75	14244.742	18003.762	20281.496	14344.613	11535.623	16116.644	200.75114	231.32245	296.3662	250.52466	279.82214	280.13705	309.0266	258.8061	228.8529	214.58342	-76.00473
185	18021.318	8500.808	12556.719	18465.51	11567.759	13755.117	20876.387	20168.084	9947.004	19496.176	24985.477	19267.365	21700.121	14868.446	9283.474	17056.693	9911.844	16235.382	14936.052	18122.71	16049.096	379.91644	374.71616	422.88397	367.00922	356.16162	330.66003	320.24048	296.4793	237.76549	229.0172	-76.70253
186	14367.752	21347.906	16340.2	8830.703	12891.605	14177.237	8772.525	8837.435	12130.146	10279.995	6817.5356	9209.754	6081.8213	14874.743	5080.311	9735.41	19653.695	11252.207	10903.777	16859.295	12120.167	255.62881	266.6519	309.61783	270.67484	289.15894	282.60425	295.3888	265.30115	217.19525	208.68536	-74.98442
187	16575.676	10396.442	12073.756	17975.18	14215.158	11732.4	13830.753	17201.146	16525.924	15664.735	18987.965	19477.646	13994.72	15311.307	20813.666	16759.52	10872.875	18043.365	12743.966	13150.358	19980.148	384.47964	377.7114	411.9041	360.78867	350.4962	326.45325	319.06757	299.4692	259.983	243.33583	-76.25139
188	10909.217	20001.348	16345.437	10039.982	20679.441	24462.73	12003.4	10411.196	11779.566	10602.131	9230.232	10011.776	12109.664	13173.04	9919.484	12150.906	15005.225	10593.884	11832.767	6752.3833	10006.908	246.81561	261.67712	305.1939	264.3179	275.92062	268.92773	281.542	247.65909	225.72675	217.27554	-74.44268
189	9548.813	10529.942	7155.9883	17441.36	12191.938	13635.845	10816.385	18001.822	16285.19	18455.05	19834.305	19662.79	12700.881	10647.454	16220.029	16504.252	9952.792	19459.06	15417.92	17594.86	19517.791	442.81284	422.60178	414.28702	405.62186	392.60373	368.5654	361.95367	331.15787	274.79938	257.98053	-76.91482
190	17540.125	18991.75	24948.19	11424.086	19036.848	21943.375	16965.73	10061.377	13352.594	10237.398	7520.3384	8975.3545	15107.013	18198.223	12214.399	11866.035	19259.43	5382.5967	9368.33	13298.647	10272.802	254.115	270.91656	332.2205	272.94595	282.24094	268.31754	271.6315	254.40266	217.6268	210.06015	-74.668625
191	10735.139	11828.998	6962.549	16753.367	15157.436	12834.526	11657.841	14841.444	11856.985	17728.375	22555.97	19390.02	9325.196	10041.266	16392.705	16509.873	11664.357	28698.518	22132.613	18648.979	19492.531	351.77914	349.763	363.14093	342.70795	342.05798	323.32224	322.66293	282.85608	231.34705	221.05872	-75.80327
192	13372.831	9956.323	8249.927	15294.786	11834.143	15396.438	12762.221	9703.024	13365.155	14998.414	9591.938	19979.938	10879.025	24917.943	19855.01	11677.825	10452.842	9120.652	12537.705	15405.368	18096.184	296.46082	306.89514	374.8553	310.44705	320.18405	306.08118	308.70993	282.74664	237.36688	224.31976	-75.66676
193	15082.627	20612.164	21774.293	12080.516	23555.303	11276.9795	14057.334	18728.844	13771.919	11855.3125	17752.078	7463.9497	17985.572	6783.9917	10699.315	17088.818	13173.19	20594.578	16730.186	15463.864	11094.039	402.15826	376.78882	387.10892	362.11646	342.30774	314.64783	307.41925	280.34357	233.5073	224.38397	-75.66399
194	12386.769	10366.701	7944.0225	15791.947	11051.525	18848.592	8985.264	9675.036	14486.904	16194.465	7536.0615	23196.992	10856.358	21276.709	8935.726	9144.455	14749.32	7263.412	13262.5	15787.911	16569.275	249.75333	275.93872	351.6972	285.8624	305.7067	300.82843	309.73676	278.55768	235.11906	223.55809	-76.06297
195	13995.32	19454.904	22134.258	12452.694	14182.809	8011.9346	18403.906	19077.885	15101.885	8907.9795	18208.586	7251.1685	18008.467	8553.577	18625.89	14455.024	15295.88	24024.355	11974.988	13713.466	12006.848	397.27985	375.75037	390.16248	352.6257	337.6464	296.7618	273.70828	272.00214	229.45944	217.79828	-76.02362
196	16352.0	19681.379	17430.484	13613.873	16679.031	10753.531	12505.845	13715.127	17170.645	7088.412	13498.335	10385.7	15478.087	8324.883	13190.338	13358.645	10776.065	16358.691	11968.525	19275.709	11821.352	351.86407	343.9422	360.11996	333.70248	327.31366	306.45898	303.30188	282.18723	223.15356	210.38568	-75.20991
197	12304.869	11017.882	10756.045	14345.134	14935.482	26391.508	17172.922	13028.798	12778.772	21231.75	13966.894	16342.725	10467.686	22030.92	10994.716	15304.343	16684.887	12122.456	14099.492	11150.276	16114.753	285.18307	296.54996	370.1523	298.2196	310.02722	293.1705	299.36078	269.12225	238.34247	229.31464	-75.47909
198	6812.934	12684.891	7866.589	15379.68	14013.323	9251.604	15052.666	16743.672	19217.836	6956.615	11392.208	13259.237	15310.211	15432.277	20925.979	12117.22	10982.968	17912.686	10126.518	14270.074	13234.249	351.92972	342.69934	364.56378	327.22037	320.75555	295.48172	285.79755	274.39667	229.55396	214.00116	-75.51048
199	15961.04	15097.018	11442.84	10185.095	11122.09	16137.313	14612.338	11240.988	9305.465	18415.213	16327.224	14222.346	12464.172	12320.287	9104.02	16516.816	20191.178	10565.854	18699.645	15692.786	15684.093	284.00195	297.9263	335.49252	300.05597	318.71964	294.16837	297.02136	262.5997	217.46597	210.89133	-75.56561
200	16977.982	14803.659	10209.729	10597.461	10324.739	12622.971	20501.71	12982.287	14486.254	18597.934	13455.369	13933.739	13137.823	14570.494	14863.13	16575.676	15100.156	12424.331	18494.148	12011.6	21319.912	264.07086	280.86594	327.37912	285.72855	304.89322	282.89185	278.9224	258.06345	229.59262	218.80186	-75.825455
201	17623.879	12253.648	12617.76	10789.115	14377.978	21047.246	11710.77	9160.8125	17065.902	8597.224	15159.835	14469.548	7040.182	7949.4185	14417.343	16596.176	9082.573	14792.454	10209.3	11916.762	10450.101	409.47522	399.91046	411.57733	380.86057	366.79645	345.57657	350.53876	314.44122	264.76758	248.867	-75.54143
202	10949.522	14935.511	16915.13	18105.816	14445.364	13593.336	18198.43	21522.504	14081.324	6991.893	7778.478	17280.908	15276.418	16841.828	14435.807	13905.875	21273.463	19684.008	12062.764	14160.009	9448.31	250.64223	271.33237	336.9648	274.84702	284.8324	258.53036	261.05197	239.69308	203.3822	196.31418	-75.2554
203	16435.598	11641.82	10890.132	13089.687	20291.363	14042.648	11755.215	8079.04	15560.035	20471.332	10305.016	13636.9375	10288.637	12046.279	11725.096	11119.811	9912.004	10458.555	18837.898	15657.835	10155.968	278.93042	291.523	342.8011	292.37607	299.81888	293.06003	297.70566	269.39008	231.77151	225.9393	-75.09216
204	11437.811	16741.709	10771.997	10719.8955	18813.285	23336.848	18072.158	18750.04	14002.409	12242.248	21283.812	14698.167	6202.064	16372.364	11053.369	11664.258	11704.082	14522.371	11961.713	17806.234	11291.012	136.23645	158.21611	250.62662	175.33864	203.046	208.61287	222.89182	202.7304	177.6802	175.21982	-76.28244
205	18325.043	13699.322	18057.98	10824.692	16318.227	11672.358	14376.387	11831.345	17959.398	9501.305	9835.544	13651.12	8556.522	11198.071	12200.604	15034.977	14633.689	17438.05	14573.774	14510.908	9848.459	274.50046	284.4123	335.5475	283.93845	292.34613	275.72882	277.0972	255.43062	218.88568	210.88388	-75.183
206	9498.578	19916.797	10725.98	17038.176	15450.316	16817.576	15690.302	11848.745	9451.636	20796.168	16429.783	12441.085	15160.124	15485.794	20002.988	12795.711	7051.847	12043.625	15911.813	11559.95	19627.697	358.04144	348.14978	358.52942	335.5949	330.65225	316.88443	316.97226	280.93002	241.1875	230.18884	-75.25054
207	10688.087	15122.133	9776.003	12051.461	12185.871	8959.516	11715.641	21996.28	9358.025	11516.003	10733.194	16039.931	13656.498	11909.285	11671.212	12540.121	14781.003	23380.465	12905.752	15211.551	14988.119	306.1623	310.58096	339.49417	307.7602	311.6507	284.64355	282.12128	258.9184	212.706	204.2669	-75.59681
208	17135.523	14204.209	18323.715	7903.843	15286.605	19595.564	23226.52	7730.203	14679.956	12335.971	14966.794	10684.928	12417.686	16369.288	14370.862	9557.742	12920.555	8604.646	17324.207	18648.463	18048.666	338.76678	336.62576	383.22784	326.55637	327.62305	308.05862	306.75525	280.57843	230.12094	217.2861	-74.87379
209	11253.27	17831.64	9467.342	16770.201	16220.927	7881.465	9938.555	16490.234	12652.427	15466.445	9743.975	13541.645	17560.896	12762.732	14966.594	17768.559	15383.508	21252.576	10518.731	10954.494	12244.116	196.88449	229.63376	279.95477	238.91777	260.0965	249.58315	258.47934	236.63263	211.81781	206.51663	-75.941536
210	14868.007	12175.486	17853.268	15898.783	14417.742	17879.625	20569.16	10794.693	9086.975	13441.3	19413.723	18903.64	12902.158	15424.9795	9099.063	12676.305	12308.73	9589.423	12429.569	21590.756	12499.227	358.80667	356.19095	402.08093	349.3733	343.3366	317.5887	315.54236	290.40582	219.94075	212.5267	-75.38229
211	8421.93	23979.219	12442.378	14343.861	20197.283	21511.996	13848.003	8909.789	13343.746	16680.225	14097.852	15692.936	12905.1	22683.135	12255.811	19895.078	14206.133	8254.822	20825.996	16371.209	14054.144	291.10364	296.8075	328.3999	297.4841	309.75906	299.75415	304.62787	269.82642	227.58968	219.6379	-74.43966
212	21056.64	10171.767	8261.296	10184.959	9192.643	9864.552	15233.138	17766.17	12718.08	13605.28	13613.055	17095.256	13769.41	7655.62	18259.623	12752.038	15581.745	21679.229	11069.33	13357.408	13017.5205	396.5864	384.22632	395.2039	366.5873	362.60168	320.0367	304.8618	293.35803	247.37405	235.713	-76.639885
213	9088.379	21682.268	19202.629	6513.824	9256.979	10652.837	17113.525	11578.7295	23107.744	9844.14	19133.822	14204.398	16269.978	22426.182	19419.723	11826.765	7807.418	18819.512	16523.86	14295.545	14383.161	348.18665	340.30844	372.7564	327.5693	332.88577	315.60916	302.92532	285.21875	244.83759	229.78674	-75.82465
214	19151.111	13056.461	8272.822	19420.74	23313.291	23040.387	14731.706	19376.414	11218.326	12603.6045	11119.375	17572.84	17878.535	7690.7305	12291.745	21792.305	19488.424	13939.016	11888.52	13741.193	8591.248	237.6433	264.3576	300.53766	266.66183	279.29294	266.52258	277.87015	247.2964	211.0307	206.36163	-75.438255
215	18947.264	17364.334	8436.286	21050.457	20144.574	17824.328	14063.77	10781.576	18120.117	17387.219	11230.037	15406.999	17734.531	10945.002	14285.569	16945.355	20164.008	12404.891	16354.496	15073.4375	8314.029	204.15018	238.64505	280.83752	248.62408	270.6505	266.71436	275.19714	251.19852	220.76917	216.46826	-75.49855
216	8594.813	13893.839	20873.062	8502.372	10379.878	7496.651	11931.703	16411.32	11176.35	11881.345	15173.836	14100.918	15638.644	16404.295	19241.145	15408.997	10242.691	17186.701	12501.266	16351.189	15103.383	344.05588	341.23438	390.64627	326.9992	326.51892	301.72028	289.73334	276.03595	225.37671	214.76859	-76.1735
217	10591.601	15937.936	9319.791	20811.543	12663.34	24275.719	15428.378	13490.355	16814.37	17030.41	7496.1504	13904.536	12832.923	12683.088	9861.118	12246.219	20273.22	10581.0	11739.844	11017.461	14482.0	307.10275	317.20517	341.4022	319.30646	328.7205	303.87512	309.167	281.0677	248.44527	235.68236	-75.04727
218	10237.584	17797.984	8069.661	17832.729	14925.971	12294.934	11989.924	15914.454	14164.83	9961.908	7023.2026	12671.676	20760.143	13391.336	9229.141	10093.332	25308.438	10545.952	15788.77	16838.63	11364.429	314.03842	319.32544	334.74326	318.9741	323.4898	291.7041	294.33206	264.66925	218.751	210.13559	-74.870186
219	17277.941	16248.238	21289.76	14608.5625	11557.625	10948.27	20762.676	11445.176	12264.884	13726.445	25200.203	18987.928	11462.871	14312.051	21631.13	19241.016	7424.6543	19347.922	13936.942	8764.055	13408.435	207.28326	231.03297	300.0896	244.01364	267.41614	257.4203	252.60944	239.4451	216.91501	209.55083	-76.4948
220	8354.445	19121.875	13976.847	12957.388	17490.164	8721.166	17824.432	7261.438	15071.526	14927.864	8572.416	19662.883	15758.653	13011.538	20961.55	13797.962	8720.51	9697.483	20651.871	7403.57	11035.411	349.1736	337.72165	358.5646	319.47665	310.35425	292.01105	283.53363	261.00922	239.117	229.9403	-74.712746
221	20231.193	11257.069	14297.59	14674.553	11503.435	21729.59	11781.993	15276.607	14484.113	13453.406	14643.196	9602.519	12120.121	14725.723	8989.334	14631.121	23364.55	20431.113	9142.311	24652.598	20075.13	284.70956	305.76923	367.4384	310.03876	329.32904	308.2715	322.14377	292.1997	228.53012	215.75478	-76.09221
222	8646.682	12799.714	16392.955	11626.221	8146.0166	11355.989	11329.033	13294.133	15896.934	15483.579	16585.922	12612.599	12615.811	11431.333	31537.016	10205.591	10989.023	10461.458	25861.904	9905.2	15234.794	417.13254	409.79776	427.64917	386.0675	385.9074	357.623	351.07657	297.96964	265.22003	250.79076	-76.60481
223	23166.416	15876.087	9542.705	13097.366	10598.967	31398.639	15146.179	20432.361	20543.654	10409.24	14343.191	12130.493	12735.983	13234.199	9953.846	11207.217	17305.629	9383.378	15344.035	9486.086	16734.365	460.98425	435.75626	418.5359	423.44165	415.43356	372.99142	374.67773	326.6692	288.19812	262.81592	-76.50377
224	17493.049	17500.324	7998.5894	10387.226	10958.601	19331.416	15579.264	8985.897	13398.86	13153.018	12032.523	11344.245	10005.276	13884.289	9332.402	9070.23	15944.654	9730.825	16931.867	16142.809	18631.361	390.1938	378.5406	371.4699	371.27356	371.15668	339.19348	338.90286	300.5792	247.20743	230.9259	-75.29775
225	20099.518	19669.82	8626.889	8255.129	14260.333	22175.312	14927.679	7214.1904	13577.893	6507.572	9300.532	10339.884	9722.254	14045.756	8706.391	17089.34	20032.234	9306.53	12178.389	13969.638	15968.622	345.00198	338.11365	345.0291	332.59048	336.2223	306.26654	310.46387	279.44968	229.07303	210.33069	-74.5248
226	16436.6	14435.82	12885.877	12337.277	10430.625	18174.824	25678.957	11613.754	17043.23	17296.703	5140.598	11093.669	8990.98	10695.398	15307.759	14462.388	8629.0205	12454.297	8237.788	15146.959	14517.191	373.78116	368.14398	386.23285	355.70026	350.77145	328.81067	323.15146	308.59	256.82666	240.57796	-75.32353
227	14541.052	16927.363	9984.3545	12686.04	10983.774	17678.115	12148.368	16300.075	20302.494	18675.176	13490.536	11903.756	9837.739	9875.499	11939.569	14637.723	11924.867	11508.57	10415.119	11071.484	12327.08	304.45422	312.62027	333.71524	315.00525	329.7051	314.25134	319.16412	293.97906	262.80096	251.89844	-75.54057
228	16246.704	10769.768	11200.966	10465.998	9134.318	16432.572	13652.734	14405.386	14684.5625	9975.579	11018.807	17256.748	12797.847	12088.572	11059.823	16224.5625	8211.582	7538.5054	12121.312	11425.948	13792.436	377.10324	371.4304	399.14255	362.64438	360.99982	339.9754	339.3526	305.23932	259.56213	241.604	-75.99335
229	10992.263	10472.968	16978.064	7836.2188	14019.699	21374.941	10157.6045	13605.061	18374.602	11613.443	14957.405	17526.88	17334.916	16544.326	13299.662	8207.941	21173.273	24547.822	13622.549	15150.744	22903.988	319.38077	331.77844	397.06238	328.45764	335.38153	315.58997	334.73035	289.66388	246.84543	226.64633	-75.50701
230	12406.583	26611.186	14423.422	10965.229	12296.705	15362.133	7354.9272	11736.361	13948.923	16329.077	14174.952	14991.265	14384.89	11694.811	8965.79	15548.257	8964.508	5223.2793	16577.873	10474.716	12556.551	280.84436	296.39438	316.02612	300.70804	323.50516	317.6264	324.13684	283.2232	250.07333	239.82774	-75.409454
231	16542.008	9030.915	12059.439	15015.002	21800.723	13605.242	28305.18	14276.09	14097.112	11575.991	13376.402	14195.731	13847.884	18620.543	21259.367	12681.238	16720.87	18641.314	10302.393	20308.496	11981.236	299.34195	306.64255	387.94098	296.52347	293.45685	268.91156	261.9148	255.5597	209.25574	202.68872	-75.30702
232	10576.662	7289.3926	20282.02	18078.002	17190.717	18115.367	6078.0576	11134.6455	15591.169	9046.879	7495.7285	12117.902	12748.962	12781.637	12456.222	7063.458	11024.535	9268.436	9367.901	12839.19	15721.111	419.12378	413.25366	464.85117	398.84375	391.66986	368.01312	377.65417	334.51654	274.60278	248.28311	-75.89346
233	13663.038	11680.633	9902.745	16357.928	9344.692	15448.416	6838.2817	13925.225	17966.2	16464.37	15595.288	12701.584	12423.562	16564.613	14695.952	11353.618	6918.421	23640.371	11912.238	20000.184	12005.713	421.79034	412.34503	418.17166	402.86096	401.54608	386.1341	391.92184	352.44055	281.83508	268.44107	-76.58687
234	12981.692	13522.635	19136.816	7998.338	13519.992	17540.66	11646.283	11600.846	11277.797	11716.467	11317.781	18480.025	14969.606	14044.59	9035.791	18554.92	19849.31	11790.3	20287.416	11278.2705	9716.0625	186.19911	227.66782	307.1136	236.35602	272.4908	267.09827	278.66342	239.68452	209.89207	204.46587	-76.092476
235	11860.559	9927.718	20752.7	10035.599	13421.407	16235.134	10818.035	15644.207	12048.094	14969.492	14976.403	25105.715	15964.13	9515.969	8571.705	16559.006	16516.66	13610.536	17356.885	13505.675	9383.611	259.15915	291.24167	352.86493	293.14777	310.99042	295.9035	305.45032	264.73474	226.27977	220.37064	-76.09531
236	15594.232	20986.516	8993.236	16729.1	14337.105	15842.948	10633.572	11082.767	15800.443	14938.203	11817.744	9962.943	16626.385	18221.893	17334.486	9856.069	12417.3545	13232.47	13463.147	11672.48	15153.489	459.57483	424.29095	394.57043	402.13828	391.021	360.0838	359.7993	321.70148	277.15546	259.31616	-76.24289
237	12206.016	8786.399	18821.809	12558.384	17293.635	13441.172	18394.08	17053.1	11922.309	12098.456	15807.964	18979.184	13712.772	11542.831	8735.925	22573.25	15851.8955	14455.5625	14970.377	19434.729	9416.654	256.41635	280.60858	361.38632	280.0157	289.21326	270.24243	270.2237	249.59862	203.84125	199.2676	-75.83094
238	16504.896	30359.96	8302.326	14699.471	12842.852	15876.874	12674.322	9553.177	10615.223	18236.547	11267.047	10625.32	12815.923	18499.951	9372.78	9619.439	18132.03	14086.441	16386.656	8734.242	24407.69	394.7013	376.96524	351.42447	369.74924	366.29065	328.86868	330.05493	288.4004	255.98236	237.32042	-75.450294
239	10775.161	8875.493	18036.586	10795.373	15202.139	14794.612	11842.724	18417.197	19253.479	11246.553	14183.77	15825.039	12546.844	10400.627	22024.07	16408.816	12007.18	14558.396	14374.865	20636.633	10706.398	241.18594	271.11502	348.0557	278.20215	296.08167	287.17224	295.011	266.68	219.85698	212.2902	-76.24832
240	9284.403	12165.806	23632.436	9910.577	19007.35	15104.06	11625.666	14425.967	9159.136	15051.948	18624.771	10292.719	11960.994	14367.3545	19296.586	20527.184	12944.703	10173.998	12574.803	16595.559	8692.453	227.66714	250.70679	333.85907	256.4406	276.09396	268.54642	277.0318	248.99254	204.42393	200.9029	-75.67064
241	8379.053	13453.1875	21224.32	11458.904	21106.926	14264.821	13240.536	13489.546	10401.262	12405.943	17780.188	11614.107	13236.1045	13251.754	17362.1	21372.678	14840.723	11564.868	9748.984	13628.552	9977.006	227.5241	249.79605	321.0202	253.1935	268.43918	258.2075	265.72955	243.7456	207.2979	202.15944	-75.27841
242	19719.727	15528.355	8787.631	13264.41	17005.256	18021.508	9885.374	13743.316	16251.988	16314.585	9183.792	13752.533	12099.287	15405.75	15859.562	9904.785	11432.87	17739.877	12153.305	17329.578	21558.309	295.3098	304.0717	336.1617	306.13834	314.27032	305.85934	320.37836	285.02185	239.8347	224.98769	-75.207016
243	16702.191	12994.524	13103.9375	14754.568	13788.228	14109.324	15645.4	13936.969	19394.07	21989.043	7833.3574	16078.693	11570.527	12203.234	13860.568	7989.167	12464.23	12187.301	16298.039	12874.724	22533.223	372.7151	367.77972	392.7328	357.6316	354.76923	329.83627	325.7044	298.07947	261.9235	242.81897	-75.46022
